project_key,kartnr,project_description,region,bidding_zones,decision_phase,motivation,planned_year_min,planned_year_max,planned_year_raw,in_or_out_of_service,country,source_doc_key,source_page,extraction_run_id,confidence_tier
svk_gvl_27925,27925,Söderala–Valbo ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2030,2030,2030,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27874,27874,Fallviken ny 400 kV-station,Region Gävleborg,SE2;SE3,preparation,system_reinforcement,2031,2031,2031,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27902,27902,Nysäter–Njutånger ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2031,2031,2031,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27966,27966,Grönviken stationsutbyggnad (externt projekt),Region Gävleborg,SE2;SE3,preparation,system_reinforcement,2031,2031,2031,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27861,27861,Ockelbo stationsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27869,27869,Dönje stationsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27939,27939,Ljusdal–Dönje ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27948,27948,Laforsen stationsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27960,27960,Ånge–Ljusdal ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27962,27962,Ljusdal stationsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27903,27903,Njutånger–Ängsberg ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2033,2033,2033,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27957,27957,Ockelbo–Horndal ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2033,2033,2033,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_29920,29920,Vattjom–Njutånger två nya 400 kV-ledningar,Region Gävleborg,SE2;SE3,preparation,reinvestment,2033,2033,2033,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27927,27927,Valbo–Untra ledningsrivning,Region Gävleborg,SE2;SE3,preparation,reinvestment,2033,2034,2033-2034,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27882,27882,Stackbo och Valbo stationsrivningar,Region Gävleborg,SE2;SE3,preparation,reinvestment,2034,2034,2034,out_of_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_29951,29951,Utanede–Fallviken nya dubbla 400 kV-ledningar,Region Gävleborg,SE2;SE3,preparation,reinvestment,2034,2034,2034,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27924,27924,Njutånger–Mehedeby nya dubbla 400 kV-ledningar,Region Gävleborg,SE2;SE3,preparation,reinvestment,2035,2035,2035,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_24767,24767,Tovåsen och Gustafs seriekompensering,Region Gävleborg,SE2;SE3,construction,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27914,27914,Njutånger ny 400 kV-station,Region Gävleborg,SE2;SE3,construction,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_gvl_27526,27526,Vittersjö EK5 seriekompensering,Region Gävleborg,SE2;SE3,construction,system_reinforcement,2029,2029,2029,in_service,SE,svk_nup_2026_2035,82,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_21855,21855,Stationsåtgärder för spänningshöjning av ledning Himmeta–Karlslund,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24719,24719,Djurmo EK2 och EK4 rivning seriekompenseringsstation,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2028,2028,2028,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_27167,27167,Horndal stationsåtgärder,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,connection,2030,2030,2030,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24674,24674,Horndal–Starfors ledningsrivning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2030,2031,2030-2031,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24971,24971,Morgårdshammar stationsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2033,2033,2033,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_25628,25628,Borgvik–Skogssäter ledningsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2035,2035,2035,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24983,24983,Kättbo rivning seriekompenseringsstation,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2036,2036,2036,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24980,24980,Helgbo och Snösjön EK1 rivning seriekompenseringsstation,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,system_reinforcement,2037,2037,2037,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24690,24690,Forssjön–Krylbo ledningsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2038,2038,2038,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_29978,29978,Storfinnforsen–Bäsna–Hallsberg nya dubbla 400 kV-ledningar,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,under_consideration,reinvestment,2041,2041,2041,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24850,24850,Avesta stationsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2030,2030,2030,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24856,24856,Horndal ny 400 kV-station,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24858,24858,Fallviken–Horndal nya dubbla 400 kV-ledningar,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_26404,26404,Hallsberg ny STATCOM,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24876,24876,Horndal–Munga nya dubbla 400 kV-ledningar,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2031,2031,2031,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_17645,17645,Hallsberg–Timmersdala ledningsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2032,2032,2032,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24578,24578,Bäsna–Repbäcken ny 400 kV-ledning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,connection,2032,2032,2032,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_26145,26145,Lindbacka stationsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2032,2032,2032,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_27886,27886,Untra stationsrivning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2033,2033,2033,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_20928,20928,Untra–Horndal ledningsrivning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2033,2034,2033-2034,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_25782,25782,Borgvik–Malsjö ny 400 kV-ledning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2035,2035,2035,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_17633,17633,Hallsberg–Moholm–Timmersdala ny 400 kV-ledning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,system_reinforcement,2035,2035,2035,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_25970,25970,Malsjö ny 400 kV-station,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,system_reinforcement,2035,2035,2035,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_28969,28969,Midskog–Malsjö nya dubbla 400 kV-ledningar,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2035,2035,2035,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24986,24986,Kättbo–Borgvik ledningsrivning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2038,2038,2038,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_28985,28985,Midskog–Kättbo ledningsrivning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,preparation,reinvestment,2038,2038,2038,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24714,24714,Olingan och Gräsmark SC-stationer,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,system_reinforcement,2026,2026,2026,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24982,24982,Tandö ny 400 kV-station,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,connection,2026,2026,2026,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24522,24522,Kättbo SC-stationsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24676,24676,Horndal–Avesta ledningsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,reinvestment,2027,2027,2027,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24735,24735,Horndal stationsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,reinvestment,2027,2027,2027,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24767,24767,Tovåsen och Gustafs seriekompensering,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24003,24003,Horndal–Finnslätten öst ledningsrivning,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,reinvestment,2028,2028,2028,out_of_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24301,24301,Bäsna stationsförnyelse,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,reinvestment,2028,2028,2028,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24516,24516,Helgbo och Snösjön EK1 seriekompensering,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,system_reinforcement,2028,2028,2028,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_orb_24662,24662,Loberget och Snösjön EK2 seriekompensering,Regionerna Örebro län Dalarna och Värmland,SE2;SE3,construction,system_reinforcement,2028,2028,2028,in_service,SE,svk_nup_2026_2035,86,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23383,23383,Hagby–Järva ledningsrivning,Region Stockholm,SE3,under_consideration,reinvestment,2031,2031,2031,out_of_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_20704,20704,Tuna–Edinge–Gråska ledningsförnyelse,Region Stockholm,SE3,under_consideration,system_reinforcement,2035,2035,2035,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_20889,20889,Plenninge–Odensala nya dubbla 400 kV-ledningar,Region Stockholm,SE3,preparation,reinvestment,2029,2029,2029,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23746,23746,Malsta stationsförnyelse,Region Stockholm,SE3,preparation,reinvestment,2029,2029,2029,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23017,23017,Kolbotten stationsförnyelse,Region Stockholm,SE3,preparation,reinvestment,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23807,23807,Kappetorp–Kronåsen ny 400 kV-ledning,Region Stockholm,SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23808,23808,Beckomberga–Bredäng ny 400 kV-ledning (Ellevio),Region Stockholm,SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23809,23809,Björksätra–Kolbotten ny 400 kV-ledning,Region Stockholm,SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23476,23476,Hall–Hedenlunda ledningsförnyelse,Region Stockholm,SE3,preparation,system_reinforcement,2042,2042,2042,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23632,23632,Granhammar–Runby ny 400 kV-mark- och sjökabel,Region Stockholm,SE3,preparation,system_reinforcement,,,under utredning,unknown,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23634,23634,Granhammar och Runby nya 400 kV-terminalstationer,Region Stockholm,SE3,preparation,system_reinforcement,,,under utredning,unknown,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23805,23805,Hamra–Kappetorp ny 400 kV-ledning,Region Stockholm,SE3,preparation,system_reinforcement,,,under utredning,unknown,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23385,23385,Lindhov–Högdalen ledningsrivning,Region Stockholm,SE3,construction,reinvestment,2026,2026,2026,out_of_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23880,23880,Odensala om- och utbyggnation av station,Region Stockholm,SE3,construction,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23100,23100,Anneberg stationsåtgärder,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23162,23162,Kronåsen–Råcksta ny 400 kV-markkabel,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23194,23194,Kronåsen ny 400 kV-station,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23421,23421,Anneberg–Skanstull 400kV-kabel,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23802,23802,Kappetorp ny 400 kV-station,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23803,23803,Råcksta ny 400 kV-station,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23804,23804,Björksätra ny 400 kV-station,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_sth_23806,23806,Odensala–Kappetorp ny 400 kV-ledning,Region Stockholm,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,90,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_22458,22458,Hamra–Åker ledningsförnyelse,Regionerna Sörmland och Östergötland,SE3,preparation,system_reinforcement,2032,2032,2032,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_19669,19669,Hedenlunda–Glan ledningsförnyelse,Regionerna Sörmland och Östergötland,SE3,preparation,system_reinforcement,2033,2033,2033,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_22668,22668,Åker–Hedenlunda ledningsförnyelse,Regionerna Sörmland och Östergötland,SE3,preparation,system_reinforcement,2040,2040,2040,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_23476,23476,Hall–Hedenlunda ledningsförnyelse,Regionerna Sörmland och Östergötland,SE3,preparation,system_reinforcement,2042,2042,2042,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_22762,22762,Åker stationsförnyelse,Regionerna Sörmland och Östergötland,SE3,construction,reinvestment,2026,2026,2026,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_19065,19065,Kimstad stationsförnyelse,Regionerna Sörmland och Östergötland,SE3,construction,reinvestment,2027,2027,2027,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_srm_19730,19730,Glan stationsförnyelse,Regionerna Sörmland och Östergötland,SE3,construction,reinvestment,2027,2027,2027,in_service,SE,svk_nup_2026_2035,92,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21855,21855,Stationsåtgärder för spänningshöjning av ledning Himmeta–Karlslund,Regionerna Västmanland och Uppsala,SE3,under_consideration,system_reinforcement,2027,2027,2027,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_24674,24674,Horndal–Starfors ledningsrivning,Regionerna Västmanland och Uppsala,SE3,under_consideration,reinvestment,2030,2031,2030-2031,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20704,20704,Tuna–Edinge–Gråska ledningsförnyelse,Regionerna Västmanland och Uppsala,SE3,under_consideration,system_reinforcement,2035,2035,2035,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20946,20946,Fenno–Skan totalförnyelse,Regionerna Västmanland och Uppsala,SE3,under_consideration,market_integration,2038,2038,2038,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20895,20895,Plenninge–Odensala ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2028,2028,2028,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21852,21852,Munga ny 400 kV-station,Regionerna Västmanland och Uppsala,SE3,preparation,system_reinforcement,2028,2028,2028,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21860,21860,Munga–Hamra ny 400 kV-ledning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2028,2028,2028,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21862,21862,Finnslätten–Arosverket–Bysingsberg ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2028,2028,2028,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_26859,26859,Munga–Bysingsberg ny 400 kV-ledning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2028,2028,2028,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20881,20881,Plenninge ny 400 kV-station,Regionerna Västmanland och Uppsala,SE3,preparation,system_reinforcement,2029,2029,2029,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20889,20889,Plenninge–Odensala nya dubbla 400 kV-ledningar,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2029,2029,2029,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20892,20892,Bredåker–Plenninge ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2029,2029,2029,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20021,20021,Tuna stationsförnyelse,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2030,2030,2030,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20879,20879,Jälla ny 400 kV-station,Regionerna Västmanland och Uppsala,SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20884,20884,Bredåker–Jälla ledningsförnyelse,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2030,2030,2030,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20890,20890,Bredåker–Jälla ny 220 kV-ledning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2030,2030,2030,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20894,20894,Untra–Bredåker väst ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2030,2030,2030,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20897,20897,Jälla–Plenninge nya dubbla 400 kV-ledningar,Regionerna Västmanland och Uppsala,SE3,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20505,20505,Bredåker stationsförnyelse,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2031,2031,2031,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20883,20883,Mehedeby–Jälla nya dubbla 400 kV-ledningar,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2031,2031,2031,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20893,20893,Untra–Bredåker öst ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2031,2031,2031,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_23805,23805,Hamra–Kappetorp ny 400 kV-ledning,Regionerna Västmanland och Uppsala,SE3,preparation,system_reinforcement,2031,2031,2031,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_24876,24876,Horndal–Munga nya dubbla 400 kV-ledningar,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2031,2031,2031,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21004,21004,Finnslätten–Hamra ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21005,21005,Finnslätten stationsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_21868,21868,Horndal–Finnslätten väst ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2032,2032,2032,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_22458,22458,Hamra–Åker ledningsförnyelse,Regionerna Västmanland och Uppsala,SE3,preparation,system_reinforcement,2032,2032,2032,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20867,20867,Hamra 220 kV-stationsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2033,2033,2033,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_27886,27886,Untra stationsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2033,2033,2033,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_29920,29920,Vattjom–Njutånger två nya 400 kV-ledningar,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2033,2033,2033,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20928,20928,Untra–Horndal ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2033,2034,2033-2034,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_27927,27927,Valbo–Untra ledningsrivning,Regionerna Västmanland och Uppsala,SE3,preparation,reinvestment,2033,2034,2033-2034,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20442,20442,Hamra förnyelse av SVS-anläggning,Regionerna Västmanland och Uppsala,SE3,construction,reinvestment,2026,2026,2026,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
